10552	2012-12-31	378400
10552	2013-12-31	408500
10553	1997-12-31	152900
10553	1998-12-31	168700
10553	1999-12-31	186500
10553	2000-12-31	215900
10553	2001-12-31	217900
10553	2002-12-31	280600
10553	2003-12-31	320400
10553	2004-12-31	351000
10553	2005-12-31	397800
10553	2006-12-31	411800
10553	2007-12-31	446400
10553	2008-12-31	399900
10553	2009-12-31	338000
10553	2010-12-31	335700
10553	2011-12-31	292300
10553	2012-12-31	283000
10553	2013-12-31	273400
10560	1997-12-31	236800
10560	1998-12-31	268400
10560	1999-12-31	288400
10560	2000-12-31	360200
10560	2001-12-31	398600
10560	2002-12-31	485600
10560	2003-12-31	484800
10560	2004-12-31	585700
10560	2005-12-31	630600
10560	2006-12-31	607400
10560	2007-12-31	645600
10560	2008-12-31	560700
10560	2009-12-31	523800
10560	2010-12-31	524500
10560	2011-12-31	440500
10560	2012-12-31	447200
10560	2013-12-31	483200
10562	1997-12-31	178700
10562	1998-12-31	192800
10562	1999-12-31	217300
10562	2000-12-31	247800
10562	2001-12-31	274800
10562	2002-12-31	324000
10562	2003-12-31	390200
10562	2004-12-31	421800
10562	2005-12-31	450600
10562	2006-12-31	450400
10562	2007-12-31	441500
10562	2008-12-31	407500
10562	2009-12-31	379400
10562	2010-12-31	380300
10562	2011-12-31	353300
10562	2012-12-31	335900
10562	2013-12-31	343700
10566	1997-12-31	130800
10566	1998-12-31	147100
10566	1999-12-31	149400
10566	2000-12-31	168400
10566	2001-12-31	180000
10566	2002-12-31	226200
10566	2003-12-31	263200
10566	2004-12-31	298400
10566	2005-12-31	337800
10566	2006-12-31	343700
10566	2007-12-31	332800
10566	2008-12-31	317800
10566	2009-12-31	276500
10566	2010-12-31	264600
10566	2011-12-31	257900
10566	2012-12-31	232400
10566	2013-12-31	229500
10567	1997-12-31	185000
10567	1998-12-31	190100
10567	1999-12-31	205700
10567	2000-12-31	243900
10567	2001-12-31	252800
10567	2002-12-31	311100
10567	2003-12-31	353500
10567	2004-12-31	407800
10567	2005-12-31	433400
10567	2006-12-31	428300
10567	2007-12-31	427700
10567	2008-12-31	376300
10567	2009-12-31	410200
10567	2010-12-31	345400
10567	2011-12-31	314000
10567	2012-12-31	332900
10567	2013-12-31	321700
10570	1999-12-31	355500
10570	2000-12-31	401000
10570	2001-12-31	401000
10570	2002-12-31	493700
10570	2003-12-31	532600
10570	2004-12-31	619300
10570	2005-12-31	644600
10570	2006-12-31	642000
10570	2007-12-31	636200
10570	2008-12-31	612700
10570	2009-12-31	558700
10570	2010-12-31	579400
10570	2011-12-31	484600
10570	2012-12-31	522200
10570	2013-12-31	560500
10573	1997-12-31	232900
10573	1998-12-31	248500
10573	1999-12-31	295200
10573	2000-12-31	336300
10573	2001-12-31	356800
10573	2002-12-31	435000
10573	2003-12-31	484600
10573	2004-12-31	537900
10573	2005-12-31	550300
10573	2006-12-31	556800
10573	2007-12-31	606000
10573	2008-12-31	543000
10573	2009-12-31	481700
10573	2010-12-31	488300
10573	2011-12-31	455200
10573	2012-12-31	467800
10573	2013-12-31	497200
10576	1997-12-31	452700
10576	1998-12-31	489300
10576	1999-12-31	549700
10576	2000-12-31	621400
10576	2001-12-31	684700
10576	2002-12-31	781100
10576	2003-12-31	850000
10576	2004-12-31	1085100
10576	2005-12-31	1090900
10576	2006-12-31	1043100
10576	2007-12-31	1254500
10576	2008-12-31	1061000
10576	2009-12-31	950600
10576	2010-12-31	845000
10576	2011-12-31	782800
10576	2012-12-31	788500
10576	2013-12-31	871900
10577	1997-12-31	725000
10577	1998-12-31	849300
10577	1999-12-31	1074300
10577	2000-12-31	1003300
10577	2001-12-31	1136000
10577	2002-12-31	1407600
10577	2003-12-31	1630800
10577	2004-12-31	1817400
10577	2005-12-31	1699400
10577	2006-12-31	1841300
10577	2007-12-31	1814800
10577	2008-12-31	1741900
10577	2009-12-31	1545700
10577	2010-12-31	1678900
10577	2011-12-31	1400500
10577	2012-12-31	1447100
10577	2013-12-31	1655700
10579	1997-12-31	167500
10579	1998-12-31	199800
10579	1999-12-31	221100
10579	2000-12-31	249600
10579	2001-12-31	277300
10579	2002-12-31	335500
10579	2003-12-31	363800
10579	2004-12-31	431600
10579	2005-12-31	416000
10579	2006-12-31	444400
10579	2007-12-31	405900
10579	2008-12-31	368300
10579	2009-12-31	356100
10579	2010-12-31	347500
10579	2011-12-31	337500
10579	2012-12-31	307000
10579	2013-12-31	300400
10580	1999-12-31	662900
10580	2000-12-31	692500
10580	2001-12-31	799600
10580	2002-12-31	968700
10580	2003-12-31	1102200
10580	2004-12-31	1135900
10580	2005-12-31	1289800
10580	2006-12-31	1285900
10580	2007-12-31	1381800
10580	2008-12-31	1248500
10580	2009-12-31	1140800
10580	2010-12-31	1206600
10580	2011-12-31	1157300
10580	2012-12-31	1321000
10580	2013-12-31	1333500
10583	1997-12-31	391800
10583	1998-12-31	473500
10583	1999-12-31	504500
10583	2000-12-31	548000
10583	2001-12-31	633300
10583	2002-12-31	737800
10583	2003-12-31	829800
10583	2004-12-31	932400
10583	2005-12-31	971100
10583	2006-12-31	973600
10583	2007-12-31	990900
10583	2008-12-31	994900
10583	2009-12-31	856800
10583	2010-12-31	886400
10583	2011-12-31	824700
10583	2012-12-31	875800
10583	2013-12-31	906400
10588	1997-12-31	172700
10588	1998-12-31	177300
10588	1999-12-31	194500
10588	2000-12-31	244000
10588	2001-12-31	259100
10588	2002-12-31	296000
10588	2003-12-31	347700
10588	2004-12-31	389500
10588	2005-12-31	419400
10588	2006-12-31	407200
10588	2007-12-31	411100
10588	2008-12-31	367900
10588	2009-12-31	334400
10588	2010-12-31	341800
10588	2011-12-31	307000
10588	2012-12-31	308500
10588	2013-12-31	313400
10589	1997-12-31	191100
10589	1998-12-31	195600
10589	1999-12-31	189500
10589	2000-12-31	251900
10589	2001-12-31	335600
10589	2002-12-31	376000
10589	2003-12-31	400800
10589	2004-12-31	484500
10589	2005-12-31	486300
10589	2006-12-31	452500
10589	2007-12-31	472200
10589	2008-12-31	424000
10589	2009-12-31	378500
